User_ID,Login_Time,File_Access,USB_Usage,Network_Traffic_MB,Anomaly Label
168,10:00 PM,403,No,696,0
169,2:00 PM,696,Yes,112,1
170,10:00 PM,600,Yes,476,1
171,2:00 PM,997,Yes,990,1
172,2:00 PM,545,Yes,191,1
173,10:00 PM,571,Yes,800,1
174,2:00 PM,859,Yes,721,1
175,2:00 PM,64,Yes,748,1
176,2:00 PM,395,Yes,980,1
177,2:00 PM,2,Yes,360,1
178,2:00 PM,77,Yes,965,1
179,2:00 PM,811,No,735,0
180,2:00 PM,586,No,205,0
181,10:00 PM,373,Yes,973,1
182,2:00 PM,474,Yes,392,1
183,2:00 PM,623,No,810,0
184,10:00 PM,227,Yes,623,1
185,2:00 PM,240,No,566,0
186,2:00 PM,934,No,225,0
187,2:00 PM,525,Yes,946,1
188,10:00 PM,686,Yes,806,1
189,6:00 AM,657,No,947,0
190,6:00 AM,665,Yes,714,1
191,2:00 PM,349,Yes,634,1
192,2:00 PM,208,No,653,0
193,2:00 PM,416,No,303,0
194,10:00 PM,907,No,746,0
195,2:00 PM,119,No,880,0
196,10:00 PM,432,No,705,0
197,2:00 PM,560,Yes,429,1
198,2:00 PM,826,Yes,527,1
199,2:00 PM,678,Yes,411,1
200,2:00 PM,990,No,824,0
201,2:00 PM,828,Yes,731,1
202,2:00 PM,949,No,89,0
203,2:00 PM,736,No,284,0
204,2:00 PM,188,Yes,499,1
205,2:00 PM,241,No,406,0
206,2:00 PM,312,Yes,127,1
207,2:00 PM,449,No,658,0
208,2:00 PM,141,Yes,98,1
209,2:00 PM,848,Yes,947,1
210,2:00 PM,209,No,747,0
211,2:00 PM,505,No,521,0
212,6:00 AM,822,No,18,0
213,2:00 PM,866,Yes,798,1
214,10:00 PM,756,No,303,0
215,6:00 AM,23,Yes,181,1
216,2:00 PM,520,Yes,905,1
217,10:00 PM,315,No,411,0
218,2:00 PM,727,Yes,734,1
219,6:00 AM,513,No,516,0
220,2:00 PM,514,No,431,0
221,10:00 PM,391,Yes,593,1
222,2:00 PM,758,No,484,0
223,6:00 AM,171,Yes,628,1
224,2:00 PM,487,No,164,0
225,2:00 PM,718,No,241,0
226,2:00 PM,807,Yes,584,1
227,2:00 PM,452,No,290,0
228,2:00 PM,181,Yes,337,1
229,10:00 PM,841,No,372,0
230,6:00 AM,160,No,483,0
231,2:00 PM,567,No,840,0
232,10:00 PM,491,No,648,0
233,2:00 PM,289,Yes,605,1
234,2:00 PM,999,No,207,0
235,10:00 PM,738,No,645,0
236,2:00 PM,925,No,659,0
237,2:00 PM,900,Yes,773,1
238,2:00 PM,360,Yes,554,1
239,2:00 PM,409,No,479,0
240,10:00 PM,460,No,368,0
241,2:00 PM,58,No,189,0
242,10:00 PM,742,No,472,0
243,2:00 PM,387,Yes,392,1
244,6:00 AM,321,No,733,0
245,2:00 PM,451,Yes,853,1
246,10:00 PM,242,No,644,0
247,2:00 PM,912,No,944,0
248,2:00 PM,928,No,805,0
249,2:00 PM,205,No,66,0
250,2:00 PM,623,Yes,419,1
251,2:00 PM,851,Yes,447,1
252,10:00 PM,292,No,326,0
253,2:00 PM,961,No,817,0
254,2:00 PM,122,Yes,838,1
255,2:00 PM,441,Yes,683,1
256,10:00 PM,885,Yes,955,1
257,2:00 PM,350,No,658,0
258,2:00 PM,134,No,896,0
259,2:00 PM,344,Yes,662,1
260,2:00 PM,784,Yes,560,1
261,2:00 PM,102,No,406,0
262,2:00 PM,162,No,97,0
263,2:00 PM,826,No,234,0
264,2:00 PM,373,No,759,0
265,2:00 PM,735,No,256,0
266,2:00 PM,803,Yes,68,1
267,10:00 PM,846,No,484,0
268,10:00 PM,350,Yes,684,1
269,2:00 PM,811,Yes,474,1
270,2:00 PM,814,No,287,0
271,2:00 PM,137,Yes,913,1
272,2:00 PM,595,Yes,969,1
273,2:00 PM,172,No,75,0
274,6:00 AM,974,Yes,166,1
275,6:00 AM,113,No,858,0
276,2:00 PM,672,No,380,0
277,2:00 PM,17,No,663,0
278,2:00 PM,18,No,596,0
279,2:00 PM,968,Yes,841,1
280,2:00 PM,426,No,221,0
281,2:00 PM,230,Yes,323,1
282,2:00 PM,96,No,17,0
283,10:00 PM,89,No,29,0
284,10:00 PM,945,No,157,0
285,10:00 PM,142,No,633,0
286,10:00 PM,273,Yes,934,1
287,6:00 AM,846,Yes,166,1
288,10:00 PM,848,Yes,203,1
289,2:00 PM,841,No,167,0
290,2:00 PM,147,Yes,888,1
291,6:00 AM,448,No,83,0
292,2:00 PM,729,No,340,0
293,2:00 PM,355,Yes,880,1
294,6:00 AM,382,No,686,0
295,2:00 PM,243,Yes,883,1
296,2:00 PM,474,No,322,0
297,2:00 PM,28,Yes,54,1
298,10:00 PM,985,Yes,364,1
299,2:00 PM,791,No,416,0
300,10:00 PM,604,No,620,0
301,6:00 AM,646,Yes,981,1
302,2:00 PM,957,Yes,452,1
303,10:00 PM,450,Yes,249,1
304,2:00 PM,593,No,613,0
305,2:00 PM,197,No,108,0
306,6:00 AM,223,Yes,840,1
307,2:00 PM,602,No,129,0
308,2:00 PM,206,Yes,984,1
309,2:00 PM,47,Yes,28,1
310,2:00 PM,350,No,68,0
311,2:00 PM,252,No,393,0
312,2:00 PM,931,No,466,0
313,2:00 PM,92,No,59,0
314,2:00 PM,631,Yes,819,1
315,2:00 PM,140,Yes,891,1
316,2:00 PM,494,No,700,0
317,6:00 AM,723,Yes,246,1
318,6:00 AM,208,Yes,930,1
319,2:00 PM,867,Yes,832,1
320,2:00 PM,560,No,403,0
321,10:00 PM,749,Yes,836,1
322,2:00 PM,211,Yes,952,1
323,2:00 PM,886,No,679,0
324,2:00 PM,268,No,466,0
325,2:00 PM,388,No,247,0
326,2:00 PM,471,No,447,0
327,10:00 PM,66,Yes,289,1
328,2:00 PM,513,Yes,251,1
329,10:00 PM,221,Yes,373,1
330,2:00 PM,682,Yes,285,1
331,2:00 PM,672,No,679,0
332,2:00 PM,135,Yes,866,1
333,2:00 PM,592,No,932,0
334,2:00 PM,122,No,760,0
335,2:00 PM,649,Yes,637,1
336,2:00 PM,775,Yes,486,1
337,2:00 PM,153,No,582,0
338,6:00 AM,947,No,811,0
339,6:00 AM,100,Yes,373,1
340,2:00 PM,339,Yes,404,1
341,2:00 PM,41,Yes,642,1
342,2:00 PM,670,No,349,0
343,2:00 PM,770,No,654,0
344,10:00 PM,552,No,247,0
345,10:00 PM,667,Yes,487,1
346,2:00 PM,109,No,839,0
347,6:00 AM,874,No,748,0
348,2:00 PM,754,No,340,0
349,2:00 PM,671,Yes,145,1
350,2:00 PM,941,No,216,0
351,6:00 AM,525,Yes,912,1
352,6:00 AM,281,No,406,0
353,2:00 PM,345,No,963,0
354,10:00 PM,33,Yes,752,1
355,2:00 PM,359,Yes,996,1
356,6:00 AM,394,Yes,227,1
357,6:00 AM,394,No,567,0
358,2:00 PM,123,No,376,0
359,6:00 AM,999,No,827,0
360,10:00 PM,463,No,353,0
361,2:00 PM,263,No,388,0
362,2:00 PM,235,Yes,904,1
363,2:00 PM,940,No,832,0
364,2:00 PM,877,Yes,775,1
365,10:00 PM,603,No,691,0
366,2:00 PM,190,No,587,0
367,2:00 PM,965,No,283,0
368,2:00 PM,377,No,71,0
369,2:00 PM,205,No,910,0
370,2:00 PM,418,Yes,773,1
371,6:00 AM,718,No,670,0
372,6:00 AM,856,Yes,900,1
373,2:00 PM,66,No,772,0
374,10:00 PM,98,Yes,300,1
375,2:00 PM,196,Yes,424,1
376,2:00 PM,232,No,886,0
377,2:00 PM,574,Yes,564,1
378,10:00 PM,100,No,926,0
379,2:00 PM,977,No,498,0
380,2:00 PM,829,No,786,0
381,2:00 PM,235,Yes,224,1
382,10:00 PM,304,No,934,0
383,10:00 PM,376,No,301,0
384,2:00 PM,127,Yes,294,1
385,2:00 PM,453,No,60,0
386,10:00 PM,422,Yes,958,1
387,2:00 PM,468,No,965,0
388,2:00 PM,514,No,233,0
389,10:00 PM,689,Yes,820,1
390,2:00 PM,888,No,489,0
391,2:00 PM,244,Yes,576,1
392,2:00 PM,563,Yes,603,1
393,2:00 PM,35,No,108,0
394,10:00 PM,726,No,10,0
395,2:00 PM,403,No,500,0
396,2:00 PM,592,Yes,525,1
397,6:00 AM,326,Yes,382,1
398,2:00 PM,905,Yes,343,1
399,10:00 PM,967,Yes,411,1
400,2:00 PM,417,Yes,860,1
401,2:00 PM,889,Yes,220,1
402,2:00 PM,329,No,465,0
403,2:00 PM,540,No,745,0
404,10:00 PM,887,Yes,443,1
405,6:00 AM,658,Yes,570,1
406,2:00 PM,416,No,12,0
407,6:00 AM,353,Yes,700,1
408,6:00 AM,801,No,369,0
409,2:00 PM,970,No,34,0
410,2:00 PM,259,Yes,147,1
411,2:00 PM,337,No,792,0
412,2:00 PM,601,Yes,815,1
413,2:00 PM,428,Yes,245,1
414,2:00 PM,795,Yes,243,1
415,2:00 PM,820,No,768,0
416,10:00 PM,225,No,311,0
417,2:00 PM,999,Yes,493,1
418,6:00 AM,803,Yes,232,1
419,2:00 PM,231,No,308,0
420,2:00 PM,237,No,90,0
421,10:00 PM,263,Yes,77,1
422,2:00 PM,120,No,340,0
423,2:00 PM,444,Yes,828,1
424,10:00 PM,774,Yes,376,1
425,2:00 PM,272,Yes,110,1
426,2:00 PM,935,Yes,21,1
427,10:00 PM,421,No,255,0
428,2:00 PM,540,Yes,265,1
429,2:00 PM,677,No,979,0
430,2:00 PM,896,No,188,0
431,2:00 PM,597,No,988,0
432,10:00 PM,972,Yes,960,1
433,6:00 AM,365,Yes,508,1
434,2:00 PM,103,Yes,937,1
435,2:00 PM,188,No,767,0
436,2:00 PM,208,No,924,0
437,6:00 AM,858,Yes,371,1
438,2:00 PM,832,No,948,0
439,2:00 PM,498,No,574,0
440,10:00 PM,202,Yes,194,1
441,2:00 PM,84,Yes,707,1
442,10:00 PM,682,No,212,0
443,2:00 PM,574,Yes,634,1
444,2:00 PM,631,No,910,0
445,2:00 PM,249,Yes,331,1
446,2:00 PM,535,No,822,0
447,2:00 PM,600,No,784,0
448,2:00 PM,59,No,849,0
449,2:00 PM,985,No,903,0
450,2:00 PM,440,Yes,205,1
451,2:00 PM,751,Yes,815,1
452,2:00 PM,585,Yes,777,1
453,6:00 AM,747,Yes,203,1
454,2:00 PM,227,No,489,0
455,2:00 PM,804,No,328,0
456,6:00 AM,169,No,695,0
457,6:00 AM,290,No,577,0
458,2:00 PM,762,No,223,0
459,10:00 PM,551,No,16,0
460,2:00 PM,46,No,814,0
461,2:00 PM,838,No,468,0
462,2:00 PM,424,No,842,0
463,2:00 PM,605,No,498,0
464,2:00 PM,640,No,248,0
465,2:00 PM,304,No,265,0
466,2:00 PM,150,No,327,0
467,10:00 PM,796,No,511,0
468,2:00 PM,808,No,996,0
469,2:00 PM,907,No,226,0
470,6:00 AM,443,No,483,0
471,10:00 PM,538,Yes,24,1
472,2:00 PM,258,Yes,187,1
473,2:00 PM,999,Yes,595,1
474,10:00 PM,265,Yes,431,1
475,10:00 PM,279,Yes,179,1
476,2:00 PM,993,No,811,0
477,2:00 PM,561,Yes,376,1
478,2:00 PM,881,No,415,0
479,6:00 AM,388,No,206,0
480,2:00 PM,404,No,237,0
481,2:00 PM,258,No,108,0
482,2:00 PM,724,No,627,0
483,6:00 AM,346,No,699,0
484,10:00 PM,187,Yes,559,1
485,10:00 PM,318,Yes,532,1
486,2:00 PM,41,No,169,0
487,6:00 AM,497,No,725,0
488,2:00 PM,657,No,732,0
489,10:00 PM,967,Yes,736,1
490,2:00 PM,479,Yes,269,1
491,2:00 PM,88,Yes,305,1
492,2:00 PM,251,No,942,0
493,2:00 PM,710,No,965,0
494,6:00 AM,479,No,330,0
495,2:00 PM,191,No,691,0
496,2:00 PM,615,Yes,696,1
497,2:00 PM,414,Yes,653,1
498,6:00 AM,521,No,332,0
499,10:00 PM,791,No,685,0
500,2:00 PM,660,Yes,337,1
501,10:00 PM,731,Yes,388,1
502,2:00 PM,681,No,951,0
503,2:00 PM,83,Yes,989,1
504,2:00 PM,981,Yes,647,1
505,2:00 PM,516,Yes,404,1
506,10:00 PM,705,Yes,66,1
507,2:00 PM,114,No,952,0
508,2:00 PM,287,No,816,0
509,2:00 PM,841,Yes,891,1
510,10:00 PM,65,No,793,0
511,6:00 AM,68,Yes,263,1
512,6:00 AM,623,Yes,541,1
513,2:00 PM,686,Yes,518,1
514,2:00 PM,535,No,241,0
515,2:00 PM,809,No,931,0
516,6:00 AM,945,Yes,826,1
517,10:00 PM,295,No,558,0
518,10:00 PM,37,No,256,0
519,2:00 PM,742,Yes,771,1
520,2:00 PM,10,Yes,950,1
521,2:00 PM,383,No,417,0
522,6:00 AM,379,No,165,0
523,2:00 PM,106,No,389,0
524,2:00 PM,824,Yes,758,1
525,2:00 PM,406,No,895,0
526,2:00 PM,128,Yes,411,1
527,2:00 PM,329,Yes,957,1
528,10:00 PM,499,Yes,851,1
529,2:00 PM,150,Yes,649,1
530,2:00 PM,505,Yes,609,1
531,6:00 AM,35,No,38,0
532,2:00 PM,905,Yes,129,1
533,2:00 PM,856,No,553,0
534,2:00 PM,713,No,536,0
535,2:00 PM,959,Yes,88,1
536,10:00 PM,847,No,167,0
537,2:00 PM,956,No,685,0
538,2:00 PM,640,No,335,0
539,6:00 AM,98,Yes,622,1
540,2:00 PM,499,Yes,717,1
541,2:00 PM,953,No,567,0
542,2:00 PM,861,No,331,0
543,2:00 PM,46,Yes,10,1
544,2:00 PM,689,Yes,468,1
545,2:00 PM,338,Yes,141,1
546,2:00 PM,503,Yes,56,1
547,2:00 PM,607,Yes,835,1
548,2:00 PM,533,Yes,811,1
549,6:00 AM,777,Yes,528,1
550,2:00 PM,64,No,607,0
551,2:00 PM,199,No,617,0
552,2:00 PM,112,Yes,438,1
553,2:00 PM,549,Yes,301,1
554,10:00 PM,886,No,671,0
555,2:00 PM,635,Yes,276,1
556,2:00 PM,270,No,391,0
557,10:00 PM,41,No,241,0
558,2:00 PM,479,No,980,0
559,2:00 PM,628,Yes,709,1
560,6:00 AM,271,No,958,0
561,10:00 PM,705,No,563,0
562,2:00 PM,269,Yes,364,1
563,2:00 PM,447,Yes,335,1
564,2:00 PM,238,No,69,0
565,2:00 PM,463,Yes,344,1
566,6:00 AM,876,Yes,175,1
567,2:00 PM,511,No,878,0
568,10:00 PM,812,Yes,516,1
569,2:00 PM,877,No,334,0
570,2:00 PM,904,Yes,132,1
571,2:00 PM,566,No,385,0
572,2:00 PM,882,No,240,0
573,2:00 PM,462,Yes,37,1
574,2:00 PM,536,Yes,913,1
575,10:00 PM,155,No,783,0
576,2:00 PM,888,No,588,0
577,2:00 PM,229,Yes,812,1
578,2:00 PM,711,Yes,703,1
579,2:00 PM,718,Yes,537,1
580,10:00 PM,647,No,425,0
581,2:00 PM,899,Yes,163,1
582,2:00 PM,915,Yes,927,1
583,2:00 PM,3,No,319,0
584,2:00 PM,941,No,114,0
585,2:00 PM,194,Yes,922,1
586,10:00 PM,308,No,946,0
587,2:00 PM,443,No,926,0
588,6:00 AM,580,Yes,969,1
589,2:00 PM,322,No,436,0
590,6:00 AM,73,Yes,189,1
591,10:00 PM,816,Yes,513,1
592,2:00 PM,392,No,779,0
593,10:00 PM,5,Yes,944,1
594,2:00 PM,592,Yes,926,1
595,2:00 PM,925,No,782,0
596,6:00 AM,657,Yes,848,1
597,2:00 PM,83,Yes,321,1
598,6:00 AM,544,No,938,0
599,6:00 AM,315,No,735,0
600,10:00 PM,626,Yes,884,1
601,2:00 PM,814,No,275,0
602,2:00 PM,265,No,304,0
603,2:00 PM,516,No,841,0
604,2:00 PM,49,No,463,0
605,2:00 PM,715,No,907,0
606,2:00 PM,393,Yes,764,1
607,10:00 PM,538,Yes,546,1
608,2:00 PM,354,No,45,0
609,2:00 PM,686,Yes,869,1
610,2:00 PM,148,Yes,24,1
611,10:00 PM,223,Yes,129,1
612,2:00 PM,271,No,654,0
613,6:00 AM,273,Yes,275,1
614,10:00 PM,434,Yes,650,1
615,6:00 AM,445,Yes,30,1
616,2:00 PM,700,No,31,0
617,2:00 PM,657,No,315,0
618,2:00 PM,803,Yes,702,1
619,10:00 PM,275,Yes,70,1
620,2:00 PM,492,No,629,0
621,2:00 PM,86,No,194,0
622,2:00 PM,963,Yes,869,1
623,2:00 PM,813,Yes,535,1
624,10:00 PM,275,Yes,576,1
625,6:00 AM,614,No,175,0
626,2:00 PM,947,No,840,0
627,2:00 PM,292,No,444,0
628,2:00 PM,657,No,690,0
629,2:00 PM,739,No,793,0
630,2:00 PM,12,Yes,105,1
631,2:00 PM,586,Yes,908,1
632,10:00 PM,77,Yes,411,1
633,6:00 AM,101,No,248,0
634,6:00 AM,270,No,337,0
635,2:00 PM,209,No,395,0
636,2:00 PM,629,No,547,0
637,2:00 PM,426,Yes,989,1
638,2:00 PM,492,No,814,0
639,2:00 PM,381,No,26,0
640,2:00 PM,383,Yes,525,1
641,6:00 AM,212,No,321,0
642,2:00 PM,932,No,717,0
643,2:00 PM,498,Yes,847,1
644,2:00 PM,648,Yes,327,1
645,2:00 PM,338,No,859,0
646,6:00 AM,812,Yes,305,1
647,2:00 PM,169,Yes,39,1
648,6:00 AM,653,No,311,0
649,6:00 AM,235,No,575,0
650,2:00 PM,109,No,993,0
651,6:00 AM,909,No,154,0
652,2:00 PM,373,No,448,0
653,10:00 PM,753,No,319,0
654,10:00 PM,615,No,740,0
655,2:00 PM,66,Yes,678,1
656,2:00 PM,299,No,393,0
657,10:00 PM,840,Yes,147,1
658,2:00 PM,879,No,864,0
659,2:00 PM,884,Yes,619,1
660,2:00 PM,306,Yes,744,1
661,10:00 PM,190,No,988,0
662,2:00 PM,583,Yes,525,1
663,10:00 PM,941,Yes,768,1
664,2:00 PM,797,No,118,0
665,2:00 PM,177,Yes,565,1
666,10:00 PM,679,Yes,29,1
667,10:00 PM,55,No,666,0
668,10:00 PM,898,No,816,0
669,2:00 PM,228,Yes,902,1
670,2:00 PM,662,No,926,0
671,2:00 PM,960,Yes,207,1
672,2:00 PM,575,No,183,0
673,6:00 AM,284,Yes,326,1
674,6:00 AM,29,Yes,123,1
675,2:00 PM,511,No,501,0
676,6:00 AM,754,No,716,0
677,10:00 PM,493,Yes,711,1
678,2:00 PM,115,Yes,753,1
679,6:00 AM,588,No,293,0
680,2:00 PM,961,No,630,0
681,2:00 PM,434,No,852,0
682,2:00 PM,109,No,350,0
683,2:00 PM,751,Yes,696,1
684,2:00 PM,933,Yes,54,1
685,2:00 PM,678,No,973,0
686,6:00 AM,76,No,711,0
687,10:00 PM,680,No,993,0
688,2:00 PM,169,No,680,0
689,2:00 PM,109,Yes,298,1
690,2:00 PM,779,Yes,629,1
691,2:00 PM,434,No,943,0
692,2:00 PM,678,Yes,592,1
693,2:00 PM,295,Yes,932,1
694,2:00 PM,54,No,556,0
695,2:00 PM,823,No,994,0
696,2:00 PM,610,Yes,702,1
697,6:00 AM,73,Yes,958,1
698,2:00 PM,63,No,460,0
699,2:00 PM,64,No,626,0
700,2:00 PM,846,Yes,659,1
701,6:00 AM,863,Yes,553,1
702,6:00 AM,859,Yes,659,1
703,6:00 AM,786,No,657,0
704,2:00 PM,612,Yes,824,1
705,2:00 PM,753,No,988,0
706,6:00 AM,845,Yes,895,1
707,2:00 PM,828,Yes,565,1
708,2:00 PM,294,Yes,608,1
709,2:00 PM,34,No,697,0
710,2:00 PM,810,No,664,0
711,6:00 AM,121,Yes,517,1
712,2:00 PM,350,No,796,0
713,2:00 PM,658,Yes,853,1
714,10:00 PM,725,No,926,0
715,2:00 PM,14,No,227,0
716,2:00 PM,558,Yes,893,1
717,10:00 PM,605,No,678,0
718,2:00 PM,67,Yes,270,1
719,2:00 PM,97,No,155,0
720,2:00 PM,870,Yes,467,1
721,2:00 PM,851,Yes,152,1
722,2:00 PM,58,Yes,36,1
723,2:00 PM,47,Yes,547,1
724,10:00 PM,602,Yes,834,1
725,2:00 PM,995,No,561,0
726,6:00 AM,791,Yes,421,1
727,6:00 AM,298,Yes,518,1
728,2:00 PM,149,Yes,267,1
729,2:00 PM,285,Yes,742,1
730,2:00 PM,32,No,60,0
731,2:00 PM,329,Yes,518,1
732,2:00 PM,319,Yes,898,1
733,2:00 PM,595,No,770,0
734,2:00 PM,380,No,478,0
735,2:00 PM,218,No,13,0
736,2:00 PM,752,Yes,798,1
737,6:00 AM,14,Yes,542,1
738,2:00 PM,229,Yes,884,1
739,2:00 PM,561,Yes,742,1
740,2:00 PM,78,Yes,588,1
741,2:00 PM,337,Yes,198,1
742,2:00 PM,262,No,985,0
743,2:00 PM,340,Yes,450,1
744,2:00 PM,847,No,876,0
745,2:00 PM,518,Yes,914,1
746,2:00 PM,281,Yes,634,1
747,10:00 PM,710,No,84,0
748,2:00 PM,591,No,485,0
749,2:00 PM,724,No,555,0
750,10:00 PM,854,Yes,351,1
751,10:00 PM,648,Yes,847,1
752,2:00 PM,630,Yes,522,1
753,2:00 PM,925,No,208,0
754,2:00 PM,703,No,663,0
755,10:00 PM,222,Yes,646,1
756,2:00 PM,397,No,929,0
757,10:00 PM,613,Yes,230,1
758,2:00 PM,500,No,800,0
759,2:00 PM,723,No,682,0
760,6:00 AM,385,Yes,700,1
761,2:00 PM,829,Yes,541,1
762,2:00 PM,80,No,451,0
763,2:00 PM,8,No,303,0
764,2:00 PM,792,Yes,510,1
765,2:00 PM,193,Yes,608,1
766,2:00 PM,594,No,232,0
767,2:00 PM,332,Yes,215,1
768,2:00 PM,196,No,767,0
769,2:00 PM,847,Yes,903,1
770,2:00 PM,664,Yes,294,1
771,2:00 PM,721,Yes,344,1
772,10:00 PM,92,No,369,0
773,10:00 PM,980,No,475,0
774,2:00 PM,207,No,689,0
775,2:00 PM,42,No,557,0
776,2:00 PM,286,No,56,0
777,2:00 PM,181,No,480,0
778,6:00 AM,640,No,935,0
779,2:00 PM,741,Yes,444,1
780,2:00 PM,903,No,552,0
781,10:00 PM,469,Yes,161,1
782,2:00 PM,812,Yes,588,1
783,10:00 PM,36,No,131,0
784,2:00 PM,266,Yes,526,1
785,2:00 PM,642,No,313,0
786,10:00 PM,85,Yes,593,1
787,6:00 AM,680,Yes,253,1
788,2:00 PM,265,Yes,310,1
789,2:00 PM,982,Yes,503,1
790,2:00 PM,338,Yes,41,1
791,2:00 PM,841,Yes,95,1
792,2:00 PM,303,Yes,573,1
793,2:00 PM,875,No,578,0
794,6:00 AM,494,No,74,0
795,2:00 PM,856,No,741,0
796,6:00 AM,543,No,854,0
797,6:00 AM,887,No,296,0
798,10:00 PM,969,Yes,671,1
799,2:00 PM,306,Yes,482,1
800,2:00 PM,331,Yes,959,1
801,6:00 AM,585,No,819,0
802,2:00 PM,981,Yes,18,1
803,2:00 PM,950,Yes,731,1
804,2:00 PM,313,No,101,0
805,6:00 AM,115,Yes,846,1
806,2:00 PM,769,Yes,71,1
807,6:00 AM,286,Yes,719,1
808,2:00 PM,32,Yes,236,1
809,6:00 AM,586,Yes,92,1
810,2:00 PM,290,No,377,0
811,2:00 PM,916,Yes,296,1
812,6:00 AM,926,No,829,0
813,2:00 PM,715,Yes,329,1
814,10:00 PM,766,No,496,0
815,2:00 PM,325,No,703,0
816,2:00 PM,405,Yes,611,1
817,6:00 AM,373,Yes,985,1
818,2:00 PM,189,Yes,730,1
819,2:00 PM,167,Yes,116,1
820,2:00 PM,734,Yes,459,1
821,6:00 AM,593,Yes,927,1
822,10:00 PM,214,Yes,519,1
823,10:00 PM,743,Yes,72,1
824,2:00 PM,988,Yes,451,1
825,2:00 PM,72,No,460,0
826,2:00 PM,502,Yes,62,1
827,6:00 AM,872,No,687,0
828,2:00 PM,255,No,335,0
829,2:00 PM,621,No,66,0
830,2:00 PM,137,No,824,0
831,2:00 PM,623,No,294,0
832,2:00 PM,900,No,973,0
833,2:00 PM,6,Yes,278,1
834,2:00 PM,955,Yes,215,1
835,2:00 PM,684,No,993,0
836,2:00 PM,297,No,663,0
837,2:00 PM,858,No,875,0
838,2:00 PM,321,Yes,773,1
839,6:00 AM,304,No,665,0
840,6:00 AM,322,No,368,0
841,2:00 PM,74,Yes,753,1
842,6:00 AM,55,No,737,0
843,2:00 PM,935,No,959,0
844,2:00 PM,593,Yes,41,1
845,6:00 AM,553,No,656,0
846,6:00 AM,976,Yes,132,1
847,2:00 PM,743,No,970,0
848,2:00 PM,224,Yes,989,1
849,2:00 PM,59,No,894,0
850,2:00 PM,323,Yes,870,1
851,2:00 PM,296,No,247,0
852,10:00 PM,546,Yes,861,1
853,2:00 PM,287,No,489,0
854,10:00 PM,386,No,666,0
855,2:00 PM,67,No,891,0
856,2:00 PM,683,Yes,134,1
857,2:00 PM,201,Yes,368,1
858,2:00 PM,964,Yes,67,1
859,2:00 PM,404,Yes,72,1
860,2:00 PM,304,No,125,0
861,2:00 PM,167,Yes,980,1
862,2:00 PM,818,No,621,0
863,6:00 AM,154,Yes,873,1
864,10:00 PM,631,Yes,804,1
865,2:00 PM,641,Yes,558,1
866,2:00 PM,929,No,193,0
867,2:00 PM,2,Yes,466,1
868,2:00 PM,970,Yes,15,1
869,2:00 PM,51,No,141,0
870,6:00 AM,103,No,190,0
871,6:00 AM,401,Yes,511,1
872,2:00 PM,607,No,368,0
