User_ID,File_Access,Network_Traffic_MB,Anomaly Label,Anomaly_Score,Anomaly
230,160,483,0,1,0
231,567,840,0,1,0
232,491,648,0,1,0
233,289,605,1,1,0
234,999,207,0,-1,1
235,738,645,0,1,0
236,925,659,0,1,0
237,900,773,1,1,0
238,360,554,1,1,0
239,409,479,0,1,0
240,460,368,0,1,0
241,58,189,0,1,0
242,742,472,0,1,0
243,387,392,1,1,0
244,321,733,0,1,0
245,451,853,1,1,0
246,242,644,0,1,0
247,912,944,0,-1,1
248,928,805,0,1,0
249,205,66,0,1,0
250,623,419,1,1,0
251,851,447,1,1,0
252,292,326,0,1,0
253,961,817,0,1,0
254,122,838,1,1,0
255,441,683,1,1,0
256,885,955,1,-1,1
257,350,658,0,1,0
258,134,896,0,1,0
259,344,662,1,1,0
260,784,560,1,1,0
261,102,406,0,1,0
262,162,97,0,1,0
263,826,234,0,1,0
264,373,759,0,1,0
265,735,256,0,1,0
266,803,68,1,1,0
267,846,484,0,1,0
268,350,684,1,1,0
269,811,474,1,1,0
270,814,287,0,1,0
271,137,913,1,1,0
272,595,969,1,1,0
273,172,75,0,1,0
274,974,166,1,-1,1
275,113,858,0,1,0
276,672,380,0,1,0
277,17,663,0,1,0
278,18,596,0,1,0
279,968,841,1,1,0
280,426,221,0,1,0
281,230,323,1,1,0
282,96,17,0,-1,1
283,89,29,0,-1,1
284,945,157,0,1,0
285,142,633,0,1,0
286,273,934,1,1,0
287,846,166,1,1,0
288,848,203,1,1,0
289,841,167,0,1,0
290,147,888,1,1,0
291,448,83,0,1,0
292,729,340,0,1,0
293,355,880,1,1,0
294,382,686,0,1,0
295,243,883,1,1,0
296,474,322,0,1,0
297,28,54,1,-1,1
298,985,364,1,1,0
299,791,416,0,1,0
300,604,620,0,1,0
301,646,981,1,1,0
302,957,452,1,1,0
303,450,249,1,1,0
304,593,613,0,1,0
305,197,108,0,1,0
306,223,840,1,1,0
307,602,129,0,1,0
308,206,984,1,-1,1
309,47,28,1,-1,1
310,350,68,0,1,0
311,252,393,0,1,0
312,931,466,0,1,0
313,92,59,0,-1,1
314,631,819,1,1,0
315,140,891,1,1,0
316,494,700,0,1,0
317,723,246,1,1,0
318,208,930,1,1,0
319,867,832,1,1,0
320,560,403,0,1,0
321,749,836,1,1,0
322,211,952,1,1,0
323,886,679,0,1,0
324,268,466,0,1,0
325,388,247,0,1,0
326,471,447,0,1,0
327,66,289,1,1,0
328,513,251,1,1,0
329,221,373,1,1,0
330,682,285,1,1,0
331,672,679,0,1,0
332,135,866,1,1,0
333,592,932,0,1,0
334,122,760,0,1,0
335,649,637,1,1,0
336,775,486,1,1,0
337,153,582,0,1,0
338,947,811,0,1,0
339,100,373,1,1,0
340,339,404,1,1,0
341,41,642,1,1,0
342,670,349,0,1,0
343,770,654,0,1,0
344,552,247,0,1,0
345,667,487,1,1,0
346,109,839,0,1,0
347,874,748,0,1,0
348,754,340,0,1,0
349,671,145,1,1,0
350,941,216,0,1,0
351,525,912,1,1,0
352,281,406,0,1,0
353,345,963,0,1,0
354,33,752,1,1,0
355,359,996,1,1,0
356,394,227,1,1,0
357,394,567,0,1,0
358,123,376,0,1,0
359,999,827,0,-1,1
360,463,353,0,1,0
361,263,388,0,1,0
362,235,904,1,1,0
363,940,832,0,1,0
364,877,775,1,1,0
365,603,691,0,1,0
366,190,587,0,1,0
367,965,283,0,1,0
368,377,71,0,1,0
369,205,910,0,1,0
370,418,773,1,1,0
371,718,670,0,1,0
372,856,900,1,1,0
373,66,772,0,1,0
374,98,300,1,1,0
375,196,424,1,1,0
376,232,886,0,1,0
377,574,564,1,1,0
378,100,926,0,-1,1
379,977,498,0,1,0
380,829,786,0,1,0
381,235,224,1,1,0
382,304,934,0,1,0
383,376,301,0,1,0
384,127,294,1,1,0
385,453,60,0,1,0
386,422,958,1,1,0
387,468,965,0,1,0
388,514,233,0,1,0
389,689,820,1,1,0
390,888,489,0,1,0
391,244,576,1,1,0
392,563,603,1,1,0
393,35,108,0,-1,1
394,726,10,0,-1,1
395,403,500,0,1,0
396,592,525,1,1,0
397,326,382,1,1,0
398,905,343,1,1,0
399,967,411,1,1,0
400,417,860,1,1,0
401,889,220,1,1,0
402,329,465,0,1,0
403,540,745,0,1,0
404,887,443,1,1,0
405,658,570,1,1,0
406,416,12,0,1,0
407,353,700,1,1,0
408,801,369,0,1,0
409,970,34,0,-1,1
410,259,147,1,1,0
411,337,792,0,1,0
412,601,815,1,1,0
413,428,245,1,1,0
414,795,243,1,1,0
415,820,768,0,1,0
416,225,311,0,1,0
417,999,493,1,-1,1
418,803,232,1,1,0
419,231,308,0,1,0
420,237,90,0,1,0
421,263,77,1,1,0
422,120,340,0,1,0
423,444,828,1,1,0
424,774,376,1,1,0
425,272,110,1,1,0
426,935,21,1,-1,1
427,421,255,0,1,0
428,540,265,1,1,0
429,677,979,0,1,0
430,896,188,0,1,0
431,597,988,0,1,0
432,972,960,1,-1,1
433,365,508,1,1,0
434,103,937,1,1,0
435,188,767,0,1,0
436,208,924,0,1,0
437,858,371,1,1,0
438,832,948,0,-1,1
439,498,574,0,1,0
440,202,194,1,1,0
441,84,707,1,1,0
442,682,212,0,1,0
443,574,634,1,1,0
444,631,910,0,1,0
445,249,331,1,1,0
446,535,822,0,1,0
447,600,784,0,1,0
448,59,849,0,1,0
449,985,903,0,-1,1
450,440,205,1,1,0
451,751,815,1,1,0
452,585,777,1,1,0
453,747,203,1,1,0
454,227,489,0,1,0
455,804,328,0,1,0
456,169,695,0,1,0
457,290,577,0,1,0
458,762,223,0,1,0
459,551,16,0,1,0
460,46,814,0,1,0
461,838,468,0,1,0
462,424,842,0,1,0
463,605,498,0,1,0
464,640,248,0,1,0
465,304,265,0,1,0
466,150,327,0,1,0
467,796,511,0,1,0
468,808,996,0,-1,1
469,907,226,0,1,0
470,443,483,0,1,0
471,538,24,1,1,0
472,258,187,1,1,0
473,999,595,1,-1,1
474,265,431,1,1,0
475,279,179,1,1,0
476,993,811,0,-1,1
477,561,376,1,1,0
478,881,415,0,1,0
479,388,206,0,1,0
480,404,237,0,1,0
481,258,108,0,1,0
482,724,627,0,1,0
483,346,699,0,1,0
484,187,559,1,1,0
485,318,532,1,1,0
486,41,169,0,1,0
487,497,725,0,1,0
488,657,732,0,1,0
489,967,736,1,1,0
490,479,269,1,1,0
491,88,305,1,1,0
492,251,942,0,1,0
493,710,965,0,1,0
494,479,330,0,1,0
495,191,691,0,1,0
496,615,696,1,1,0
497,414,653,1,1,0
498,521,332,0,1,0
499,791,685,0,1,0
500,660,337,1,1,0
501,731,388,1,1,0
502,681,951,0,1,0
503,83,989,1,-1,1
504,981,647,1,-1,1
505,516,404,1,1,0
506,705,66,1,1,0
507,114,952,0,-1,1
508,287,816,0,1,0
509,841,891,1,1,0
510,65,793,0,1,0
511,68,263,1,1,0
512,623,541,1,1,0
513,686,518,1,1,0
514,535,241,0,1,0
515,809,931,0,1,0
516,945,826,1,1,0
517,295,558,0,1,0
518,37,256,0,1,0
519,742,771,1,1,0
520,10,950,1,-1,1
521,383,417,0,1,0
522,379,165,0,1,0
523,106,389,0,1,0
524,824,758,1,1,0
525,406,895,0,1,0
526,128,411,1,1,0
527,329,957,1,1,0
528,499,851,1,1,0
529,150,649,1,1,0
530,505,609,1,1,0
531,35,38,0,-1,1
532,905,129,1,1,0
533,856,553,0,1,0
534,713,536,0,1,0
535,959,88,1,-1,1
536,847,167,0,1,0
537,956,685,0,1,0
538,640,335,0,1,0
539,98,622,1,1,0
540,499,717,1,1,0
541,953,567,0,1,0
542,861,331,0,1,0
543,46,10,1,-1,1
544,689,468,1,1,0
545,338,141,1,1,0
546,503,56,1,1,0
547,607,835,1,1,0
548,533,811,1,1,0
549,777,528,1,1,0
550,64,607,0,1,0
551,199,617,0,1,0
552,112,438,1,1,0
553,549,301,1,1,0
554,886,671,0,1,0
555,635,276,1,1,0
556,270,391,0,1,0
557,41,241,0,1,0
558,479,980,0,1,0
559,628,709,1,1,0
560,271,958,0,1,0
561,705,563,0,1,0
562,269,364,1,1,0
563,447,335,1,1,0
564,238,69,0,1,0
565,463,344,1,1,0
566,876,175,1,1,0
567,511,878,0,1,0
568,812,516,1,1,0
569,877,334,0,1,0
570,904,132,1,1,0
571,566,385,0,1,0
572,882,240,0,1,0
573,462,37,1,1,0
574,536,913,1,1,0
575,155,783,0,1,0
576,888,588,0,1,0
577,229,812,1,1,0
578,711,703,1,1,0
579,718,537,1,1,0
580,647,425,0,1,0
581,899,163,1,1,0
582,915,927,1,-1,1
583,3,319,0,-1,1
584,941,114,0,1,0
585,194,922,1,1,0
586,308,946,0,1,0
587,443,926,0,1,0
588,580,969,1,1,0
589,322,436,0,1,0
590,73,189,1,1,0
591,816,513,1,1,0
592,392,779,0,1,0
593,5,944,1,-1,1
594,592,926,1,1,0
595,925,782,0,1,0
596,657,848,1,1,0
597,83,321,1,1,0
598,544,938,0,1,0
599,315,735,0,1,0
600,626,884,1,1,0
601,814,275,0,1,0
602,265,304,0,1,0
603,516,841,0,1,0
604,49,463,0,1,0
605,715,907,0,1,0
606,393,764,1,1,0
607,538,546,1,1,0
608,354,45,0,1,0
609,686,869,1,1,0
610,148,24,1,-1,1
611,223,129,1,1,0
612,271,654,0,1,0
613,273,275,1,1,0
614,434,650,1,1,0
615,445,30,1,1,0
616,700,31,0,1,0
617,657,315,0,1,0
618,803,702,1,1,0
619,275,70,1,1,0
620,492,629,0,1,0
621,86,194,0,1,0
622,963,869,1,-1,1
623,813,535,1,1,0
624,275,576,1,1,0
625,614,175,0,1,0
626,947,840,0,1,0
627,292,444,0,1,0
628,657,690,0,1,0
629,739,793,0,1,0
630,12,105,1,-1,1
631,586,908,1,1,0
632,77,411,1,1,0
633,101,248,0,1,0
634,270,337,0,1,0
635,209,395,0,1,0
636,629,547,0,1,0
637,426,989,1,1,0
638,492,814,0,1,0
639,381,26,0,1,0
640,383,525,1,1,0
641,212,321,0,1,0
642,932,717,0,1,0
643,498,847,1,1,0
644,648,327,1,1,0
645,338,859,0,1,0
646,812,305,1,1,0
647,169,39,1,1,0
648,653,311,0,1,0
649,235,575,0,1,0
650,109,993,0,-1,1
651,909,154,0,1,0
652,373,448,0,1,0
653,753,319,0,1,0
654,615,740,0,1,0
655,66,678,1,1,0
656,299,393,0,1,0
657,840,147,1,1,0
658,879,864,0,1,0
659,884,619,1,1,0
660,306,744,1,1,0
661,190,988,0,-1,1
662,583,525,1,1,0
663,941,768,1,1,0
664,797,118,0,1,0
665,177,565,1,1,0
666,679,29,1,1,0
667,55,666,0,1,0
668,898,816,0,1,0
669,228,902,1,1,0
670,662,926,0,1,0
671,960,207,1,1,0
672,575,183,0,1,0
673,284,326,1,1,0
674,29,123,1,-1,1
675,511,501,0,1,0
676,754,716,0,1,0
677,493,711,1,1,0
678,115,753,1,1,0
679,588,293,0,1,0
680,961,630,0,1,0
681,434,852,0,1,0
682,109,350,0,1,0
683,751,696,1,1,0
684,933,54,1,-1,1
685,678,973,0,1,0
686,76,711,0,1,0
687,680,993,0,1,0
688,169,680,0,1,0
689,109,298,1,1,0
690,779,629,1,1,0
691,434,943,0,1,0
692,678,592,1,1,0
693,295,932,1,1,0
694,54,556,0,1,0
695,823,994,0,-1,1
696,610,702,1,1,0
697,73,958,1,-1,1
698,63,460,0,1,0
699,64,626,0,1,0
700,846,659,1,1,0
701,863,553,1,1,0
702,859,659,1,1,0
703,786,657,0,1,0
704,612,824,1,1,0
705,753,988,0,1,0
706,845,895,1,1,0
707,828,565,1,1,0
708,294,608,1,1,0
709,34,697,0,1,0
710,810,664,0,1,0
711,121,517,1,1,0
712,350,796,0,1,0
713,658,853,1,1,0
714,725,926,0,1,0
715,14,227,0,-1,1
716,558,893,1,1,0
717,605,678,0,1,0
718,67,270,1,1,0
719,97,155,0,1,0
720,870,467,1,1,0
721,851,152,1,1,0
722,58,36,1,-1,1
723,47,547,1,1,0
724,602,834,1,1,0
725,995,561,0,-1,1
726,791,421,1,1,0
727,298,518,1,1,0
728,149,267,1,1,0
729,285,742,1,1,0
730,32,60,0,-1,1
731,329,518,1,1,0
732,319,898,1,1,0
733,595,770,0,1,0
734,380,478,0,1,0
735,218,13,0,-1,1
736,752,798,1,1,0
737,14,542,1,-1,1
738,229,884,1,1,0
739,561,742,1,1,0
740,78,588,1,1,0
741,337,198,1,1,0
742,262,985,0,-1,1
743,340,450,1,1,0
744,847,876,0,1,0
745,518,914,1,1,0
746,281,634,1,1,0
747,710,84,0,1,0
748,591,485,0,1,0
749,724,555,0,1,0
750,854,351,1,1,0
751,648,847,1,1,0
752,630,522,1,1,0
753,925,208,0,1,0
754,703,663,0,1,0
755,222,646,1,1,0
756,397,929,0,1,0
757,613,230,1,1,0
758,500,800,0,1,0
759,723,682,0,1,0
760,385,700,1,1,0
761,829,541,1,1,0
762,80,451,0,1,0
763,8,303,0,-1,1
764,792,510,1,1,0
765,193,608,1,1,0
766,594,232,0,1,0
767,332,215,1,1,0
768,196,767,0,1,0
769,847,903,1,1,0
770,664,294,1,1,0
771,721,344,1,1,0
772,92,369,0,1,0
773,980,475,0,1,0
774,207,689,0,1,0
775,42,557,0,1,0
776,286,56,0,1,0
777,181,480,0,1,0
778,640,935,0,1,0
779,741,444,1,1,0
780,903,552,0,1,0
781,469,161,1,1,0
782,812,588,1,1,0
783,36,131,0,-1,1
784,266,526,1,1,0
785,642,313,0,1,0
786,85,593,1,1,0
787,680,253,1,1,0
788,265,310,1,1,0
789,982,503,1,1,0
790,338,41,1,1,0
791,841,95,1,1,0
792,303,573,1,1,0
793,875,578,0,1,0
794,494,74,0,1,0
795,856,741,0,1,0
796,543,854,0,1,0
797,887,296,0,1,0
798,969,671,1,1,0
799,306,482,1,1,0
800,331,959,1,1,0
801,585,819,0,1,0
802,981,18,1,-1,1
803,950,731,1,1,0
804,313,101,0,1,0
805,115,846,1,1,0
806,769,71,1,1,0
807,286,719,1,1,0
808,32,236,1,1,0
809,586,92,1,1,0
810,290,377,0,1,0
811,916,296,1,1,0
812,926,829,0,1,0
813,715,329,1,1,0
814,766,496,0,1,0
815,325,703,0,1,0
816,405,611,1,1,0
817,373,985,1,1,0
818,189,730,1,1,0
819,167,116,1,1,0
820,734,459,1,1,0
821,593,927,1,1,0
822,214,519,1,1,0
823,743,72,1,1,0
824,988,451,1,1,0
825,72,460,0,1,0
826,502,62,1,1,0
827,872,687,0,1,0
828,255,335,0,1,0
829,621,66,0,1,0
830,137,824,0,1,0
831,623,294,0,1,0
832,900,973,0,-1,1
833,6,278,1,-1,1
834,955,215,1,1,0
835,684,993,0,1,0
836,297,663,0,1,0
837,858,875,0,1,0
838,321,773,1,1,0
839,304,665,0,1,0
840,322,368,0,1,0
841,74,753,1,1,0
842,55,737,0,1,0
843,935,959,0,-1,1
844,593,41,1,1,0
845,553,656,0,1,0
846,976,132,1,-1,1
847,743,970,0,1,0
848,224,989,1,-1,1
849,59,894,0,1,0
850,323,870,1,1,0
851,296,247,0,1,0
852,546,861,1,1,0
853,287,489,0,1,0
854,386,666,0,1,0
855,67,891,0,1,0
856,683,134,1,1,0
857,201,368,1,1,0
858,964,67,1,-1,1
859,404,72,1,1,0
860,304,125,0,1,0
861,167,980,1,-1,1
862,818,621,0,1,0
863,154,873,1,1,0
864,631,804,1,1,0
865,641,558,1,1,0
866,929,193,0,1,0
867,2,466,1,-1,1
868,970,15,1,-1,1
869,51,141,0,1,0
870,103,190,0,1,0
871,401,511,1,1,0
872,607,368,0,1,0
873,62,362,1,1,0
874,637,581,0,1,0
875,309,948,0,1,0
876,735,864,1,1,0
877,119,928,0,-1,1
878,429,831,0,1,0
879,592,836,0,1,0
880,517,817,1,1,0
881,894,292,0,1,0
882,138,307,0,1,0
883,273,501,0,1,0
884,640,67,0,1,0
885,639,470,1,1,0
886,763,441,0,1,0
887,39,365,0,1,0
888,91,190,0,1,0
889,249,294,1,1,0
890,803,205,0,1,0
891,513,454,1,1,0
892,399,886,1,1,0
893,612,74,0,1,0
894,165,979,1,-1,1
895,291,261,1,1,0
896,629,461,0,1,0
897,5,264,0,-1,1
898,190,772,1,1,0
899,335,662,1,1,0
900,384,245,1,1,0
901,605,626,1,1,0
902,840,163,1,1,0
903,176,889,1,1,0
904,439,944,0,1,0
905,292,616,1,1,0
906,738,238,0,1,0
907,777,915,0,1,0
908,289,872,1,1,0
909,657,278,0,1,0
910,220,888,0,1,0
911,84,581,0,1,0
912,650,837,1,1,0
913,2,598,0,-1,1
914,576,889,1,1,0
915,4,461,1,-1,1
916,362,829,0,1,0
917,398,687,1,1,0
918,40,611,1,1,0
919,443,628,1,1,0
920,670,226,1,1,0
921,353,341,1,1,0
922,884,184,0,1,0
923,246,656,1,1,0
924,911,591,1,1,0
925,256,7,0,-1,1
926,679,997,0,1,0
927,757,100,1,1,0
928,808,859,1,1,0
929,214,736,0,1,0
930,299,990,0,-1,1
931,879,821,1,1,0
932,325,159,0,1,0
933,851,443,0,1,0
934,872,287,1,1,0
935,131,351,1,1,0
936,730,948,1,1,0
937,881,688,1,1,0
938,208,486,0,1,0
939,81,366,0,1,0
940,210,183,0,1,0
941,356,640,0,1,0
942,894,217,1,1,0
943,308,964,1,1,0
944,814,494,0,1,0
945,600,672,1,1,0
946,466,731,1,1,0
947,33,524,0,1,0
948,129,986,1,-1,1
949,802,427,0,1,0
950,504,783,0,1,0
951,983,989,1,-1,1
952,561,349,1,1,0
953,87,846,1,1,0
954,694,376,0,1,0
955,318,697,1,1,0
956,417,995,0,-1,1
957,792,322,1,1,0
958,553,149,1,1,0
959,236,885,1,1,0
960,299,389,0,1,0
961,239,541,0,1,0
962,125,553,0,1,0
963,960,466,1,1,0
964,597,490,1,1,0
965,471,762,1,1,0
966,641,66,1,1,0
967,551,643,0,1,0
968,294,786,1,1,0
969,699,499,1,1,0
970,686,77,1,1,0
971,949,251,1,1,0
972,126,105,0,1,0
973,211,138,0,1,0
974,61,106,1,1,0
975,692,465,0,1,0
976,670,225,1,1,0
977,300,272,1,1,0
978,423,808,0,1,0
979,683,281,1,1,0
980,664,816,1,1,0
981,479,859,0,1,0
982,934,590,1,1,0
983,627,812,0,1,0
984,657,966,1,1,0
985,719,811,1,1,0
986,632,766,1,1,0
987,250,37,1,1,0
988,362,868,1,1,0
989,836,637,0,1,0
990,922,440,0,1,0
991,829,980,0,-1,1
992,872,353,1,1,0
993,269,151,0,1,0
994,753,366,1,1,0
995,63,727,1,1,0
996,397,531,1,1,0
997,574,948,1,1,0
998,461,102,0,1,0
999,488,146,1,1,0
1000,762,350,0,1,0
1001,918,196,0,1,0
1002,752,468,1,1,0
1003,154,236,1,1,0
1004,354,685,1,1,0
1005,311,110,0,1,0
1006,646,497,1,1,0
1007,405,283,0,1,0
1008,859,217,1,1,0
1009,832,238,0,1,0
1010,443,621,0,1,0
1011,544,596,1,1,0
1012,390,665,0,1,0
1013,786,978,1,-1,1
1014,659,615,1,1,0
1015,403,568,0,1,0
1016,661,755,1,1,0
1017,34,145,0,-1,1
1018,917,671,1,1,0
1019,25,455,1,1,0
1020,9,779,1,-1,1
1021,180,59,1,1,0
1022,381,417,1,1,0
1023,884,567,0,1,0
1024,771,89,1,1,0
1025,400,9,0,-1,1
1026,666,891,1,1,0
1027,540,129,0,1,0
1028,382,158,1,1,0
1029,723,940,0,1,0
1030,282,544,1,1,0
1031,123,119,1,1,0
1032,996,453,1,-1,1
1033,36,718,0,1,0
1034,493,757,0,1,0
1035,849,165,0,1,0
1036,413,411,1,1,0
1037,639,178,1,1,0
1038,413,960,1,1,0
1039,998,324,0,-1,1
1040,109,382,0,1,0
1041,484,749,0,1,0
1042,511,702,1,1,0
1043,430,208,1,1,0
1044,826,279,0,1,0
1045,355,675,1,1,0
1046,495,203,0,1,0
1047,889,25,0,-1,1
1048,366,122,1,1,0
1049,952,972,1,-1,1
1050,372,186,0,1,0
1051,480,227,1,1,0
1052,1000,462,0,-1,1
1053,773,620,0,1,0
1054,119,477,1,1,0
1055,754,550,1,1,0
1056,485,238,0,1,0
1057,622,895,1,1,0
1058,180,414,1,1,0
1059,746,483,0,1,0
1060,477,799,1,1,0
1061,457,867,1,1,0
1062,47,333,0,1,0
1063,206,830,0,1,0
1064,698,19,1,-1,1
1065,622,531,1,1,0
1066,188,489,0,1,0
1067,531,939,0,1,0
1068,297,297,1,1,0
1069,563,45,0,1,0
1070,684,341,0,1,0
1071,947,825,0,1,0
1072,427,310,0,1,0
1073,486,841,1,1,0
1074,836,80,0,1,0
1075,226,832,0,1,0
1076,519,285,0,1,0
1077,726,846,0,1,0
1078,814,696,1,1,0
1079,400,58,1,1,0
1080,694,311,0,1,0
1081,758,866,0,1,0
1082,374,368,1,1,0
1083,618,465,1,1,0
1084,536,482,1,1,0
1085,566,544,0,1,0
1086,745,605,0,1,0
1087,597,500,1,1,0
1088,281,451,0,1,0
1089,50,451,1,1,0
1090,749,259,1,1,0
1091,849,271,0,1,0
1092,268,28,0,1,0
1093,55,17,1,-1,1
1094,894,265,0,1,0
1095,385,143,1,1,0
1096,333,709,1,1,0
1097,64,473,0,1,0
1098,609,211,1,1,0
1099,42,862,1,1,0
1100,652,611,0,1,0
1101,473,24,0,1,0
1102,958,114,0,-1,1
1103,902,305,1,1,0
1104,150,157,1,1,0
1105,441,948,0,1,0
1106,223,218,1,1,0
1107,113,746,0,1,0
1108,31,469,0,1,0
1109,96,469,1,1,0
1110,605,836,1,1,0
1111,146,756,1,1,0
1112,854,876,1,1,0
1113,955,168,1,1,0
1114,118,351,1,1,0
1115,44,6,0,-1,1
1116,301,652,0,1,0
1117,543,831,1,1,0
1118,169,174,1,1,0
1119,824,539,0,1,0
1120,358,709,1,1,0
1121,245,374,0,1,0
1122,932,147,0,1,0
1123,539,786,0,1,0
1124,489,996,1,1,0
1125,995,743,0,-1,1
1126,590,219,1,1,0
1127,253,731,1,1,0
1128,300,553,0,1,0
1129,840,627,1,1,0
1130,784,8,0,-1,1
1131,884,578,0,1,0
1132,70,818,0,1,0
1133,733,296,0,1,0
1134,938,276,1,1,0
1135,817,90,0,1,0
1136,226,919,0,1,0
1137,774,75,0,1,0
1138,778,704,0,1,0
1139,394,932,0,1,0
1140,15,955,0,-1,1
1141,777,623,0,1,0
1142,694,706,1,1,0
1143,975,776,0,1,0
1144,668,982,0,1,0
1145,430,87,0,1,0
1146,419,766,1,1,0
1147,25,649,1,1,0
1148,648,760,1,1,0
1149,791,115,0,1,0
1150,863,194,0,1,0
1151,618,469,0,1,0
1152,237,829,1,1,0
1153,725,319,1,1,0
1154,448,35,1,1,0
1155,454,419,0,1,0
1156,973,587,1,1,0
1157,29,783,1,1,0
1158,806,951,0,-1,1
1159,539,742,1,1,0
1160,925,574,1,1,0
1161,464,327,1,1,0
1162,239,495,0,1,0
1163,168,326,0,1,0
1164,493,756,1,1,0
1165,709,394,1,1,0
1166,511,519,0,1,0
1167,405,238,1,1,0
1168,741,81,0,1,0
1169,490,332,0,1,0
1170,339,790,1,1,0
1171,80,122,1,1,0
1172,562,559,1,1,0
1173,924,485,1,1,0
1174,86,638,1,1,0
1175,363,189,1,1,0
1176,322,642,0,1,0
1177,253,756,1,1,0
1178,364,132,1,1,0
1179,929,65,1,-1,1
1180,189,149,0,1,0
1181,900,50,1,1,0
1182,170,701,1,1,0
1183,789,284,1,1,0
1184,776,211,1,1,0
1185,592,641,1,1,0
1186,846,20,0,-1,1
1187,207,69,1,1,0
1188,571,918,0,1,0
1189,49,840,1,1,0
1190,35,680,1,1,0
1191,926,715,0,1,0
1192,536,705,1,1,0
1193,755,388,0,1,0
1194,556,435,1,1,0
1195,516,537,0,1,0
1196,523,24,1,1,0
1197,888,741,0,1,0
1198,167,91,0,1,0
1199,799,683,1,1,0
1200,13,177,1,-1,1
1201,421,234,0,1,0
1202,70,288,0,1,0
1203,234,666,0,1,0
1204,102,249,1,1,0
1205,832,365,0,1,0
1206,717,203,0,1,0
1207,479,880,0,1,0
1208,789,430,1,1,0
1209,862,943,0,-1,1
1210,310,218,0,1,0
1211,285,868,0,1,0
1212,240,642,0,1,0
1213,914,735,0,1,0
1214,139,786,0,1,0
1215,869,271,0,1,0
1216,112,692,0,1,0
1217,661,525,0,1,0
1218,661,887,1,1,0
1219,31,266,0,1,0
1220,808,320,1,1,0
1221,284,487,0,1,0
1222,771,905,0,1,0
1223,133,13,0,-1,1
1224,903,639,1,1,0
1225,914,217,1,1,0
1226,11,554,0,1,0
1227,180,868,1,1,0
1228,462,851,1,1,0
1229,692,834,0,1,0
1230,570,777,1,1,0
